Date,Open,High,Low,Close,Volume,Market Cap
"Nov 01, 2016",0.000376,0.000389,0.000351,0.000354,"108,358","7,525,080"
"Oct 31, 2016",0.00038,0.000416,0.000364,0.000377,"131,336","7,582,680"
"Oct 30, 2016",0.000353,0.000397,0.000351,0.00038,"86,241","7,040,270"
"Oct 29, 2016",0.000385,0.000395,0.000345,0.000353,"120,215","7,660,350"
"Oct 28, 2016",0.000409,0.000417,0.000375,0.00038,"88,005","8,131,960"
"Oct 27, 2016",0.000425,0.000429,0.000396,0.000413,"124,575","8,436,550"
"Oct 26, 2016",0.00045,0.000457,0.000414,0.000425,"139,959","8,929,030"
"Oct 25, 2016",0.000434,0.000474,0.000431,0.00045,"237,477","8,586,170"
"Oct 24, 2016",0.000436,0.000444,0.000425,0.000434,"68,522","8,607,960"
"Oct 23, 2016",0.000442,0.000446,0.000427,0.000435,"58,681","8,711,940"
"Oct 22, 2016",0.000451,0.000465,0.000422,0.000441,"184,700","8,890,580"
"Oct 21, 2016",0.000442,0.000463,0.00043,0.000451,"123,915","8,695,220"
"Oct 20, 2016",0.000452,0.00046,0.000431,0.000442,"131,645","8,867,500"
"Oct 19, 2016",0.000396,0.000453,0.000396,0.000437,"156,386","7,755,740"
"Oct 18, 2016",0.000395,0.000405,0.00039,0.000396,"29,762","7,729,390"
"Oct 17, 2016",0.000414,0.000424,0.000388,0.000405,"71,881","8,083,730"
"Oct 16, 2016",0.000429,0.000429,0.00041,0.000414,"36,332","8,358,280"
"Oct 15, 2016",0.000438,0.000441,0.000424,0.000429,"20,861","8,514,170"
"Oct 14, 2016",0.000428,0.000442,0.000421,0.000437,"32,723","8,319,880"
"Oct 13, 2016",0.000428,0.000461,0.00042,0.000428,"78,766","8,307,210"
"Oct 12, 2016",0.000454,0.000459,0.000421,0.000428,"83,810","8,784,480"
"Oct 11, 2016",0.000452,0.000463,0.000443,0.000454,"57,989","8,736,540"
"Oct 10, 2016",0.000452,0.000469,0.00044,0.000452,"56,252","8,717,780"
"Oct 09, 2016",0.000449,0.000456,0.000442,0.000452,"41,654","8,647,320"
"Oct 08, 2016",0.000453,0.000459,0.000445,0.000449,"24,878","8,698,490"
"Oct 07, 2016",0.000454,0.000462,0.000448,0.000452,"34,045","8,708,030"
"Oct 06, 2016",0.000456,0.000468,0.000446,0.000454,"32,938","8,743,280"
"Oct 05, 2016",0.000465,0.00047,0.000454,0.000457,"33,253","8,893,610"
"Oct 04, 2016",0.00047,0.000486,0.000445,0.000465,"113,366","8,976,650"
"Oct 03, 2016",0.000469,0.000486,0.000465,0.00047,"63,126","8,929,680"
"Oct 02, 2016",0.000473,0.000477,0.00046,0.00046,"41,746","8,986,560"
"Oct 01, 2016",0.000491,0.000491,0.000465,0.000469,"46,567","9,319,560"
"Sep 30, 2016",0.00047,0.000491,0.000465,0.000488,"57,720","8,910,620"
"Sep 29, 2016",0.000474,0.000492,0.000463,0.00047,"78,739","8,960,380"
"Sep 28, 2016",0.00048,0.000486,0.000469,0.000474,"62,486","9,067,460"
"Sep 27, 2016",0.000487,0.000489,0.000472,0.00048,"54,927","9,170,610"
"Sep 26, 2016",0.000492,0.000498,0.00048,0.000487,"43,298","9,250,080"
"Sep 25, 2016",0.000498,0.000503,0.000486,0.000487,"67,222","9,346,210"
"Sep 24, 2016",0.000498,0.000505,0.000492,0.000498,"35,135","9,339,600"
"Sep 23, 2016",0.000506,0.000506,0.00049,0.000498,"49,693","9,455,370"
"Sep 22, 2016",0.000519,0.000526,0.000493,0.000505,"98,408","9,698,540"
"Sep 21, 2016",0.000537,0.000554,0.000508,0.000519,"211,683","10,010,400"
"Sep 20, 2016",0.000493,0.000618,0.000483,0.000536,"539,596","9,181,940"
"Sep 19, 2016",0.000497,0.000503,0.00049,0.000493,"57,426","9,228,040"
"Sep 18, 2016",0.000494,0.000504,0.000493,0.0005,"55,632","9,156,870"
"Sep 17, 2016",0.000494,0.000507,0.000493,0.000497,"70,958","9,150,190"
"Sep 16, 2016",0.000503,0.000514,0.000493,0.000494,"98,948","9,291,610"
"Sep 15, 2016",0.000506,0.000517,0.000493,0.000498,"114,561","9,333,980"
"Sep 14, 2016",0.000505,0.000511,0.000496,0.000511,"96,419","9,285,790"
"Sep 13, 2016",0.000508,0.000512,0.000494,0.0005,"60,120","9,324,700"
"Sep 12, 2016",0.000494,0.000515,0.000489,0.000506,"81,358","9,062,790"
"Sep 11, 2016",0.00053,0.000535,0.00049,0.000502,"85,772","9,701,850"
"Sep 10, 2016",0.000532,0.000545,0.000521,0.000529,"80,032","9,705,290"
"Sep 09, 2016",0.000526,0.000563,0.000503,0.000532,"268,162","9,578,240"
"Sep 08, 2016",0.000647,0.000647,0.000512,0.000521,"644,849","11,759,900"
"Sep 07, 2016",0.000439,0.000755,0.00043,0.000637,"2,666,820","7,971,290"
"Sep 06, 2016",0.000447,0.000449,0.000433,0.000444,"56,223","8,092,240"
"Sep 05, 2016",0.000452,0.000459,0.000432,0.000447,"67,370","8,170,920"
"Sep 04, 2016",0.000442,0.000454,0.000435,0.000452,"47,865","7,977,990"
"Sep 03, 2016",0.000437,0.000455,0.000431,0.000444,"54,414","7,879,120"
"Sep 02, 2016",0.000442,0.000446,0.000433,0.000437,"30,090","7,941,110"
"Sep 01, 2016",0.000435,0.000449,0.000428,0.000441,"50,991","7,799,320"
"Aug 31, 2016",0.000446,0.000451,0.000427,0.000431,"60,748","7,985,130"
"Aug 30, 2016",0.000448,0.000461,0.00044,0.000446,"60,706","8,017,140"
"Aug 29, 2016",0.000442,0.000465,0.000442,0.000448,"102,034","7,895,520"
"Aug 28, 2016",0.000449,0.000464,0.00044,0.000443,"76,341","7,998,430"
"Aug 27, 2016",0.000462,0.00049,0.000449,0.000449,"79,158","8,212,710"
"Aug 26, 2016",0.000441,0.000488,0.000424,0.00047,"140,121","7,826,260"
"Aug 25, 2016",0.000454,0.000456,0.000432,0.000441,"52,423","8,038,230"
"Aug 24, 2016",0.000468,0.000472,0.00044,0.000454,"153,027","8,272,870"
"Aug 23, 2016",0.000493,0.0005,0.000467,0.000467,"90,180","8,691,250"
"Aug 22, 2016",0.000507,0.00051,0.000475,0.000493,"85,889","8,922,560"
"Aug 21, 2016",0.000512,0.000517,0.000505,0.000506,"23,553","9,002,800"
"Aug 20, 2016",0.000511,0.000517,0.000504,0.000512,"41,105","8,975,280"
"Aug 19, 2016",0.000522,0.000524,0.000502,0.000512,"57,517","9,139,610"
"Aug 18, 2016",0.000499,0.000533,0.000499,0.000522,"72,095","8,724,490"
"Aug 17, 2016",0.000502,0.000514,0.000498,0.0005,"37,205","8,749,990"
"Aug 16, 2016",0.000499,0.00051,0.000494,0.000502,"29,070","8,685,080"
"Aug 15, 2016",0.000505,0.000513,0.000494,0.000499,"46,133","8,771,760"
"Aug 14, 2016",0.000518,0.000524,0.000497,0.000506,"86,652","8,976,860"
"Aug 13, 2016",0.000519,0.000541,0.000515,0.000518,"57,457","8,964,060"
"Aug 12, 2016",0.000559,0.000565,0.000518,0.000519,"101,781","9,639,410"
"Aug 11, 2016",0.000503,0.000584,0.000503,0.000559,"269,640","8,651,150"
"Aug 10, 2016",0.000513,0.000518,0.000497,0.000502,"147,918","8,819,540"
"Aug 09, 2016",0.000532,0.000539,0.00051,0.00051,"126,176","9,119,760"
"Aug 08, 2016",0.000545,0.000545,0.000527,0.000532,"84,446","9,335,640"
"Aug 07, 2016",0.000555,0.000559,0.000539,0.000542,"79,723","9,489,600"
"Aug 06, 2016",0.00056,0.00056,0.000541,0.000549,"81,829","9,546,960"
"Aug 05, 2016",0.000548,0.000566,0.000538,0.00056,"150,148","9,318,970"
"Aug 04, 2016",0.000536,0.000565,0.000533,0.000548,"193,820","9,101,370"
"Aug 03, 2016",0.000515,0.00055,0.000515,0.000533,"146,329","8,712,740"
"Aug 02, 2016",0.000612,0.000621,0.000494,0.000509,"247,423","10,337,000"
"Aug 01, 2016",0.000634,0.000636,0.000614,0.000614,"97,674","10,696,300"
"Jul 31, 2016",0.000647,0.00065,0.000623,0.000631,"145,890","10,884,000"
"Jul 30, 2016",0.000658,0.000668,0.000645,0.000647,"82,112","11,048,400"
"Jul 29, 2016",0.000656,0.000674,0.000652,0.000663,"147,683","10,987,900"
"Jul 28, 2016",0.000644,0.000671,0.000625,0.000656,"261,200","10,759,700"
"Jul 27, 2016",0.000653,0.000659,0.000631,0.000646,"290,687","10,888,200"
"Jul 26, 2016",0.000661,0.000676,0.000624,0.000648,"354,516","11,004,700"
"Jul 25, 2016",0.000668,0.000682,0.000653,0.00066,"118,743","11,085,800"
"Jul 24, 2016",0.000698,0.000703,0.000638,0.000667,"248,237","11,569,400"
"Jul 23, 2016",0.000704,0.000711,0.000687,0.000698,"149,564","11,644,600"
"Jul 22, 2016",0.000697,0.000745,0.000697,0.000703,"296,044","11,510,900"
"Jul 21, 2016",0.000684,0.00071,0.000684,0.0007,"161,759","11,269,700"
"Jul 20, 2016",0.000668,0.000732,0.000659,0.000687,"289,871","10,982,000"
"Jul 19, 2016",0.000682,0.000689,0.000655,0.000668,"174,794","11,185,200"
"Jul 18, 2016",0.000701,0.000709,0.000664,0.000683,"193,099","11,494,400"
"Jul 17, 2016",0.000731,0.000737,0.000697,0.000697,"154,949","11,954,300"
"Jul 16, 2016",0.000778,0.000778,0.000716,0.000735,"307,901","12,706,400"
"Jul 15, 2016",0.000707,0.000801,0.000693,0.000779,"661,272","11,526,800"
"Jul 14, 2016",0.000617,0.000724,0.000609,0.000724,"567,293","10,034,300"
"Jul 13, 2016",0.000598,0.00063,0.000577,0.000617,"343,532","9,708,850"
"Jul 12, 2016",0.000619,0.000629,0.000586,0.000602,"408,557","10,028,100"
"Jul 11, 2016",0.000671,0.000677,0.000601,0.000619,"549,354","10,820,000"
"Jul 10, 2016",0.000704,0.000714,0.000665,0.000671,"128,334","11,319,800"
"Jul 09, 2016",0.000714,0.000716,0.000687,0.000711,"159,885","11,443,000"
"Jul 08, 2016",0.000678,0.000717,0.000678,0.000714,"127,261","10,831,200"
"Jul 07, 2016",0.00069,0.00074,0.000621,0.000677,"733,647","10,992,800"
"Jul 06, 2016",0.000741,0.000742,0.000681,0.000689,"402,315","11,787,100"
"Jul 05, 2016",0.000794,0.000796,0.000708,0.000737,"520,280","12,592,600"
"Jul 04, 2016",0.000784,0.000802,0.000772,0.000793,"200,809","12,413,300"
"Jul 03, 2016",0.000827,0.000832,0.000756,0.000783,"328,870","13,064,600"
"Jul 02, 2016",0.000778,0.000867,0.000775,0.000826,"639,552","12,255,100"
"Jul 01, 2016",0.000775,0.000826,0.000704,0.000772,"810,905","12,171,400"
"Jun 30, 2016",0.000798,0.000871,0.000753,0.000776,"731,193","12,506,400"
"Jun 29, 2016",0.000909,0.000931,0.000692,0.000799,"1,654,190","14,217,600"
"Jun 28, 2016",0.000978,0.001012,0.000852,0.000906,"1,948,120","15,245,100"
"Jun 27, 2016",0.001004,0.001052,0.000974,0.000994,"1,002,790","15,506,000"
"Jun 26, 2016",0.001125,0.001132,0.000929,0.001002,"2,565,030","17,386,800"
"Jun 25, 2016",0.0009,0.001127,0.0009,0.001125,"1,639,300","13,905,700"
"Jun 24, 2016",0.000886,0.000949,0.000824,0.000902,"847,850","13,680,100"
"Jun 23, 2016",0.000884,0.000896,0.000807,0.00089,"648,656","13,613,800"
"Jun 22, 2016",0.000805,0.000941,0.00079,0.000879,"1,091,890","12,362,100"
"Jun 21, 2016",0.000901,0.000901,0.000763,0.000829,"799,704","13,808,400"
"Jun 20, 2016",0.00094,0.000951,0.00086,0.000901,"571,516","14,369,500"
"Jun 19, 2016",0.000829,0.000953,0.000796,0.000939,"586,536","12,647,500"
"Jun 18, 2016",0.000973,0.000986,0.000797,0.000829,"1,110,810","14,815,700"
"Jun 17, 2016",0.000843,0.000994,0.000766,0.000973,"2,837,720","12,792,800"
"Jun 16, 2016",0.000652,0.000869,0.000652,0.000853,"1,717,450","9,867,410"
"Jun 15, 2016",0.000646,0.000672,0.00064,0.00065,"486,566","9,752,000"
"Jun 14, 2016",0.000646,0.000693,0.00061,0.000641,"910,244","9,732,440"
"Jun 13, 2016",0.00059,0.00066,0.00057,0.000647,"1,073,960","8,853,470"
"Jun 12, 2016",0.000516,0.00059,0.000499,0.000587,"915,279","7,728,400"
"Jun 11, 2016",0.000492,0.000543,0.000482,0.000515,"501,624","7,337,300"
"Jun 10, 2016",0.000553,0.000554,0.000492,0.000492,"555,567","8,234,360"
"Jun 09, 2016",0.000569,0.000576,0.00053,0.000553,"729,373","8,458,220"
"Jun 08, 2016",0.000588,0.00066,0.000537,0.00057,"1,995,130","8,706,200"
"Jun 07, 2016",0.000443,0.000651,0.000443,0.000581,"3,126,620","6,541,360"
"Jun 06, 2016",0.000424,0.000457,0.000422,0.000443,"463,392","6,247,200"
"Jun 05, 2016",0.000329,0.000424,0.000329,0.000424,"640,365","4,830,150"
"Jun 04, 2016",0.000327,0.000336,0.000324,0.000329,"68,167","4,787,430"
"Jun 03, 2016",0.00032,0.000338,0.000314,0.000327,"136,792","4,673,890"
"Jun 02, 2016",0.000337,0.000346,0.00031,0.00032,"140,893","4,904,840"
"Jun 01, 2016",0.000325,0.00034,0.000308,0.000337,"140,587","4,715,890"
"May 31, 2016",0.000314,0.000358,0.000308,0.000325,"304,141","4,550,660"
"May 30, 2016",0.000262,0.000314,0.000258,0.000314,"197,208","3,784,350"
"May 29, 2016",0.000256,0.000274,0.000249,0.000262,"66,232","3,694,100"
"May 28, 2016",0.000265,0.000277,0.00025,0.000256,"127,769","3,808,490"
"May 27, 2016",0.000277,0.000289,0.000254,0.000265,"189,885","3,966,220"
"May 26, 2016",0.00025,0.000292,0.00025,0.000274,"265,496","3,576,200"
"May 25, 2016",0.000245,0.000257,0.000237,0.00025,"109,325","3,496,320"
"May 24, 2016",0.000265,0.000278,0.000243,0.000245,"144,039","3,760,630"
"May 23, 2016",0.000313,0.00032,0.000248,0.000265,"286,876","4,431,830"
"May 22, 2016",0.000314,0.000338,0.00029,0.000314,"325,189","4,428,400"
"May 21, 2016",0.000277,0.000336,0.000277,0.000317,"470,098","3,893,120"
"May 20, 2016",0.000272,0.000341,0.00024,0.000279,"1,076,170","3,816,010"
"May 19, 2016",0.000164,0.000278,0.000162,0.00027,"954,121","2,288,070"
"May 18, 2016",0.000172,0.000172,0.000157,0.000164,"147,181","2,392,970"
"May 17, 2016",0.000118,0.000187,0.000118,0.000172,"610,479","1,643,350"
"May 16, 2016",0.000119,0.000123,0.000113,0.000118,"6,362","1,651,710"
"May 15, 2016",0.000109,0.000124,0.000109,0.000119,"9,514","1,515,330"
"May 14, 2016",0.000114,0.000119,0.000109,0.000109,"8,298","1,575,200"
"May 13, 2016",0.000114,0.000118,0.000109,0.000114,"16,782","1,568,350"
"May 12, 2016",0.000113,0.000122,0.000108,0.000114,"19,764","1,557,130"
"May 11, 2016",0.000117,0.000118,0.000109,0.000113,"9,719","1,607,710"
"May 10, 2016",0.000111,0.000122,0.000104,0.000113,"21,183","1,511,660"
"May 09, 2016",0.000124,0.000133,0.00011,0.000111,"41,960","1,688,510"
"May 08, 2016",0.000105,0.000128,0.000105,0.000124,"54,768","1,433,220"
"May 07, 2016",0.000097,0.00011,0.000096,0.00011,"8,649","1,307,980"
"May 06, 2016",0.000103,0.000108,0.000095,0.000097,"11,768","1,392,500"
"May 05, 2016",0.000103,0.000108,0.000098,0.000103,"13,169","1,384,970"
"May 04, 2016",0.00009,0.000107,0.000085,0.000103,"23,939","1,210,240"
"May 03, 2016",0.000085,0.000099,0.000076,0.00009,"31,524","1,133,220"
"May 02, 2016",0.000086,0.000086,0.00008,0.000085,"5,819","1,148,000"
"May 01, 2016",0.000085,0.00009,0.000081,0.000086,"2,704","1,136,230"
"Apr 30, 2016",0.000086,0.000091,0.000081,0.000085,"5,912","1,149,610"
"Apr 29, 2016",0.00009,0.000091,0.000082,0.000086,"5,999","1,191,010"
"Apr 28, 2016",0.000084,0.000093,0.00008,0.00009,"20,020","1,117,440"
"Apr 27, 2016",0.000084,0.000089,0.000077,0.000084,"12,346","1,106,240"
"Apr 26, 2016",0.000083,0.000088,0.00007,0.000084,"30,698","1,091,760"
"Apr 25, 2016",0.000092,0.000092,0.000074,0.000083,"32,913","1,202,510"
"Apr 24, 2016",0.000099,0.0001,0.00009,0.000092,"9,249","1,295,030"
"Apr 23, 2016",0.000107,0.000107,0.000094,0.000095,"9,355","1,394,580"
"Apr 22, 2016",0.000094,0.000107,0.000094,0.000107,"6,145","1,226,120"
"Apr 21, 2016",0.000106,0.000112,0.00009,0.000094,"31,406","1,371,400"
"Apr 20, 2016",0.000105,0.00011,0.0001,0.000102,"16,404","1,348,980"
"Apr 19, 2016",0.000111,0.000112,0.000103,0.000105,"11,401","1,434,020"
"Apr 18, 2016",0.000111,0.000115,0.000107,0.000111,"6,372","1,426,610"
"Apr 17, 2016",0.000108,0.000116,0.000103,0.000111,"12,111","1,378,390"
"Apr 16, 2016",0.000112,0.00012,0.000107,0.000108,"7,598","1,426,840"
"Apr 15, 2016",0.000127,0.000128,0.000107,0.000112,"24,102","1,620,940"
"Apr 14, 2016",0.000114,0.000127,0.00011,0.000127,"17,028","1,452,680"
"Apr 13, 2016",0.000111,0.000119,0.000097,0.000114,"36,860","1,399,260"
"Apr 12, 2016",0.00011,0.000123,0.000102,0.000111,"27,445","1,386,670"
"Apr 11, 2016",0.000093,0.000147,0.000088,0.00011,"132,027","1,167,390"
"Apr 10, 2016",0.000105,0.000105,0.000089,0.000093,"31,590","1,313,820"
"Apr 09, 2016",0.000101,0.000109,0.000096,0.000105,"17,376","1,261,690"
"Apr 08, 2016",0.000106,0.000111,0.000092,0.000101,"28,479","1,315,600"
"Apr 07, 2016",0.000114,0.000114,0.000105,0.000106,"19,447","1,412,100"
"Apr 06, 2016",0.000119,0.000123,0.000106,0.00011,"22,232","1,466,530"
"Apr 05, 2016",0.000118,0.000123,0.000114,0.000119,"18,399","1,454,630"
"Apr 04, 2016",0.000114,0.000122,0.00011,0.000122,"12,031","1,397,340"
"Apr 03, 2016",0.000118,0.000122,0.000109,0.000114,"22,463","1,445,150"
"Apr 02, 2016",0.000121,0.000126,0.000114,0.000122,"27,190","1,475,290"
"Apr 01, 2016",0.000125,0.000125,0.000121,0.000121,"16,638","1,521,680"
"Mar 31, 2016",0.000125,0.000125,0.000116,0.000121,"17,435","1,513,330"
"Mar 30, 2016",0.000121,0.000129,0.000116,0.000124,"35,624","1,462,460"
"Mar 29, 2016",0.000127,0.000132,0.00012,0.000121,"14,815","1,536,470"
"Mar 28, 2016",0.000111,0.000128,0.000111,0.000127,"21,781","1,333,380"
"Mar 27, 2016",0.000138,0.000144,0.000111,0.000111,"92,364","1,654,050"
"Mar 26, 2016",0.000138,0.000151,0.000134,0.000138,"19,270","1,644,790"
"Mar 25, 2016",0.000146,0.000155,0.000141,0.000142,"40,421","1,735,830"
"Mar 24, 2016",0.00013,0.00015,0.00013,0.000146,"64,451","1,539,240"
"Mar 23, 2016",0.00013,0.000142,0.000125,0.00013,"32,936","1,533,410"
"Mar 22, 2016",0.000132,0.000142,0.000121,0.00013,"60,340","1,558,380"
"Mar 21, 2016",0.000141,0.000156,0.000128,0.000132,"60,590","1,651,890"
"Mar 20, 2016",0.000144,0.000174,0.000135,0.000141,"189,619","1,682,320"
"Mar 19, 2016",0.000115,0.000147,0.00011,0.000144,"101,577","1,338,020"
"Mar 18, 2016",0.000118,0.000167,0.000107,0.000115,"285,355","1,370,770"
"Mar 17, 2016",0.0001,0.000126,0.000088,0.000114,"63,556","1,164,510"
"Mar 16, 2016",0.000104,0.000108,0.000096,0.0001,"16,075","1,206,820"
"Mar 15, 2016",0.000096,0.000104,0.000088,0.000104,"10,501","1,105,380"
"Mar 14, 2016",0.000095,0.000108,0.000095,0.000096,"17,594","1,095,850"
"Mar 13, 2016",0.000111,0.000112,0.000095,0.000095,"17,339","1,274,240"
"Mar 12, 2016",0.00011,0.000118,0.000103,0.000111,"41,450","1,250,250"
"Mar 11, 2016",0.000104,0.000118,0.0001,0.00011,"39,151","1,183,980"
"Mar 10, 2016",0.000087,0.000108,0.000087,0.000108,"28,836","984,761"
"Mar 09, 2016",0.000091,0.000104,0.000087,0.000091,"17,638","1,025,300"
"Mar 08, 2016",0.000104,0.000104,0.000086,0.000091,"21,368","1,162,250"
"Mar 07, 2016",0.000106,0.000123,0.000091,0.000104,"63,097","1,184,410"
"Mar 06, 2016",0.00008,0.000115,0.000071,0.000106,"98,535","893,136"
"Mar 05, 2016",0.000078,0.000082,0.000072,0.000076,"12,945","868,833"
"Mar 04, 2016",0.000084,0.000085,0.000075,0.000078,"9,369","936,792"
"Mar 03, 2016",0.000072,0.000084,0.000068,0.000084,"18,608","798,484"
"Mar 02, 2016",0.00007,0.000078,0.000069,0.000072,"15,669","769,010"
"Mar 01, 2016",0.000083,0.000084,0.000069,0.00007,"21,459","916,443"
"Feb 29, 2016",0.000074,0.000083,0.00007,0.000083,"30,235","808,695"
"Feb 28, 2016",0.000078,0.000083,0.00007,0.000074,"19,051","851,334"
"Feb 27, 2016",0.000078,0.000086,0.000073,0.000078,"15,357","848,871"
"Feb 26, 2016",0.000081,0.000085,0.000076,0.000078,"13,401","875,136"
"Feb 25, 2016",0.000085,0.00009,0.000076,0.000076,"10,341","918,481"
"Feb 24, 2016",0.000072,0.000094,0.000071,0.000089,"22,205","770,142"
"Feb 23, 2016",0.000083,0.000084,0.000071,0.000076,"15,354","892,327"
"Feb 22, 2016",0.000079,0.000083,0.00007,0.000083,"15,665","843,528"
"Feb 21, 2016",0.000079,0.000085,0.00007,0.00007,"13,822","837,949"
"Feb 20, 2016",0.000084,0.000088,0.000075,0.000079,"20,948","891,724"
"Feb 19, 2016",0.000084,0.000092,0.000071,0.000084,"28,690","892,053"
"Feb 18, 2016",0.000075,0.000097,0.000063,0.000084,"29,910","789,066"
"Feb 17, 2016",0.00009,0.000095,0.000071,0.000079,"31,628","940,652"
"Feb 16, 2016",0.0001,0.000109,0.000081,0.00009,"72,576","1,049,820"
"Feb 15, 2016",0.000106,0.000109,0.000085,0.0001,"65,628","1,105,160"
"Feb 14, 2016",0.000079,0.00011,0.000071,0.00011,"63,718","817,216"
"Feb 13, 2016",0.000096,0.000105,0.000062,0.000078,"149,371","996,271"
"Feb 12, 2016",0.000061,0.000146,0.000053,0.000096,"736,159","627,449"
"Feb 11, 2016",0.000038,0.000064,0.000038,0.000061,"51,054","393,697"
"Feb 10, 2016",0.000045,0.000049,0.000038,0.000042,"38,647","463,571"
"Feb 09, 2016",0.000052,0.00006,0.000045,0.000045,"46,116","534,195"
"Feb 08, 2016",0.00003,0.000076,0.00003,0.000052,"117,785","306,298"
"Feb 07, 2016",0.000026,0.000034,0.000026,0.00003,"8,330","265,936"
"Feb 06, 2016",0.000031,0.000034,0.000026,0.00003,"1,557","309,748"
"Feb 05, 2016",0.000031,0.000035,0.000027,0.000031,"3,990","310,387"
"Feb 04, 2016",0.000026,0.000035,0.000026,0.000031,"8,417","257,334"
"Feb 03, 2016",0.000026,0.000026,0.000022,0.000026,"1,346","259,594"
"Feb 02, 2016",0.000022,0.000026,0.000022,0.000026,249,"220,684"
"Feb 01, 2016",0.000026,0.00003,0.000022,0.000022,"1,342","254,472"
"Jan 31, 2016",0.000026,0.00003,0.000022,0.000022,"1,712","260,036"
"Jan 30, 2016",0.00003,0.00003,0.000023,0.000026,"2,702","297,006"
"Jan 29, 2016",0.000023,0.000031,0.000022,0.00003,"10,192","223,101"
"Jan 28, 2016",0.000024,0.000027,0.000023,0.000023,"3,721","231,333"
"Jan 27, 2016",0.000024,0.000028,0.000024,0.000024,371,"229,244"
"Jan 26, 2016",0.000024,0.000028,0.000023,0.000024,951,"228,462"
"Jan 25, 2016",0.000028,0.000028,0.00002,0.000024,"4,478","272,445"
"Jan 24, 2016",0.000027,0.000032,0.000023,0.000028,"1,275","261,785"
"Jan 23, 2016",0.000023,0.000031,0.000023,0.000027,"1,933","220,189"
"Jan 22, 2016",0.000029,0.000029,0.000023,0.000023,"4,223","274,038"
"Jan 21, 2016",0.000021,0.000029,0.00002,0.000029,"4,793","199,707"
"Jan 20, 2016",0.000019,0.000025,0.000019,0.000021,834,"179,938"
"Jan 19, 2016",0.000019,0.000023,0.000019,0.000019,"2,900","182,678"
"Jan 18, 2016",0.000019,0.000023,0.000015,0.000019,"2,764","179,524"
"Jan 17, 2016",0.000019,0.000023,0.000019,0.000019,"1,798","181,178"
"Jan 16, 2016",0.000022,0.000023,0.000018,0.000019,433,"204,558"
"Jan 15, 2016",0.000022,0.000025,0.000018,0.000022,750,"200,130"
"Jan 14, 2016",0.000022,0.000026,0.000017,0.000022,"1,081","200,320"
"Jan 13, 2016",0.000022,0.000026,0.000017,0.000022,"2,735","200,567"
"Jan 12, 2016",0.000027,0.000027,0.000018,0.000022,"1,921","246,898"
"Jan 11, 2016",0.000027,0.000027,0.000022,0.000027,"2,457","245,871"
"Jan 10, 2016",0.000022,0.000035,0.000022,0.000027,"11,334","203,698"
"Jan 09, 2016",0.000018,0.000027,0.000018,0.000022,"5,043","164,099"
"Jan 08, 2016",0.000018,0.000018,0.000014,0.000018,"1,274","164,862"
"Jan 07, 2016",0.000017,0.000018,0.000014,0.000018,638,"154,214"
"Jan 06, 2016",0.000017,0.000022,0.000017,0.000017,"2,210","154,263"
"Jan 05, 2016",0.000017,0.000022,0.000013,0.000017,"3,097","154,197"
"Jan 04, 2016",0.000022,0.000022,0.000013,0.000017,"2,322","191,441"
"Jan 02, 2016",0.000022,0.000022,0.000022,0.000022,869,"190,970"
"Jan 01, 2016",0.000017,0.000022,0.000017,0.000022,"1,036","150,906"
"Dec 31, 2015",0.000017,0.000017,0.000017,0.000017,41,"148,746"
"Dec 30, 2015",0.000017,0.000021,0.000017,0.000017,970,"150,760"
"Dec 29, 2015",0.000013,0.000021,0.000013,0.000017,"1,862","109,628"
"Dec 28, 2015",0.000017,0.000017,0.000013,0.000013,85,"145,596"
"Dec 27, 2015",0.000017,0.000021,0.000016,0.000017,"1,027","142,705"
"Dec 26, 2015",0.000018,0.000023,0.000012,0.000017,864,"155,312"
"Dec 25, 2015",0.000018,0.000023,0.000018,0.000018,"1,275","154,111"
"Dec 24, 2015",0.000022,0.000023,0.000018,0.000018,508,"186,281"
"Dec 23, 2015",0.000017,0.000022,0.000017,0.000022,"1,199","146,402"
"Dec 22, 2015",0.000017,0.000022,0.000013,0.000017,623,"145,790"
"Dec 21, 2015",0.000018,0.000022,0.000013,0.000018,956,"146,894"
"Dec 20, 2015",0.000018,0.000019,0.000013,0.000018,777,"152,748"
"Dec 19, 2015",0.000019,0.000023,0.000018,0.000018,351,"152,675"
"Dec 18, 2015",0.000018,0.000023,0.000014,0.000019,"1,158","149,712"
"Dec 17, 2015",0.000023,0.000023,0.000013,0.000018,264,"185,973"
"Dec 16, 2015",0.000014,0.000023,0.000013,0.000023,"2,351","113,677"
"Dec 15, 2015",0.000018,0.000019,0.000014,0.000014,935,"144,036"
"Dec 14, 2015",0.000022,0.000022,0.000017,0.000018,968,"175,008"
"Dec 13, 2015",0.000017,0.000022,0.000017,0.000022,"2,281","139,968"
"Dec 12, 2015",0.000014,0.000019,0.000012,0.000017,733,"108,625"
"Dec 11, 2015",0.000017,0.000022,0.000013,0.000014,931,"132,150"
"Dec 10, 2015",0.000017,0.000017,0.000012,0.000017,744,"132,247"
"Dec 09, 2015",0.000017,0.000017,0.000012,0.000017,943,"130,696"
"Dec 08, 2015",0.00002,0.00002,0.000016,0.000017,"2,712","154,612"
"Dec 07, 2015",0.000019,0.00002,0.000016,0.00002,475,"151,361"
"Dec 06, 2015",0.000019,0.00002,0.000016,0.000019,116,"150,452"
